Component,g/L,reaction,lb,ub
-1.0 selenomethionine <-->,0,EX_selmeth[e],0,1000
-1.0 N1-acetylspermidine <-->,0,EX_N1aspmd[e],0,1000
-1.0 calcitriol <-->,0,EX_1a25dhvitd3[e],0,1000
-1.0 pristanic acid <-->,0,EX_prist[e],0,1000
"-1.0 12,13-hydroxyoctadec-9(z)-enoate <-->",0,EX_CE2049[e],0,1000
"-1.0 9,10-hydroxyoctadec-12(Z)-enoate <-->",0,EX_CE2047[e],0,1000
"-1.0 fructose-1,6-bisphosphate <-->",0,EX_fdp[e],0,1000
-1.0 cocaine <-->,0,EX_coke[e],0,1000
-1.0 5-amino-2-oxopentanoic acid <-->,0,EX_5a2opntn[e],0,1000
-1.0 Very Low Density Lipoprotein <-->,0,EX_vldl_hs[e],0,1000
-1.0 Intermediate Density Lipoprotein <-->,0,EX_idl_hs[e],0,1000
-1.0 Low Density Lipoprotein <-->,0,EX_ldl_hs[e],0,1000
-1.0 High Density Lipoprotein <-->,0,EX_hdl_hs[e],0,1000
-1.0 apoB100 <-->,0,EX_HC00005[e],0,1000
-1.0 apoC1 <-->,0,EX_HC00006[e],0,1000
-1.0 apoC2 <-->,0,EX_HC00007[e],0,1000
-1.0 apoC3 <-->,0,EX_HC00008[e],0,1000
-1.0 apoE <-->,0,EX_HC00009[e],0,1000
-1.0 Dopamine 4-O-Sulphate <-->,0,EX_dopa4sf[e],0,1000
-1.0 Dopamine-4-O-Glucuronide <-->,0,EX_dopa4glcur[e],0,1000
-1.0 Dopamine-3-O-Glucuronide <-->,0,EX_dopa3glcur[e],0,1000
"-1.0 4-S-Glutathionyl-5,6-Dihydroxyindoline <-->",0,EX_4glu56dihdind[e],0,1000
-1.0 5-S-Cysteinyldopamine <-->,0,EX_5cysdopa[e],0,1000
-1.0 5-S-glutathionyl-dopamine <-->,0,EX_CE5025[e],0,1000
"-1.0 6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline <-->",0,EX_CE2172[e],0,1000
"-1.0 1,2-dehydrosalsolinol <-->",0,EX_CE5629[e],0,1000
-1.0 GD3 <-->,0,EX_gd3_hs[e],0,1000
-1.0 glucosylceramide pool <-->,0,EX_gluside_hs[e],0,1000
-1.0 GM3 <-->,0,EX_gm3_hs[e],0,1000
-1.0 CMP-N-acetylneuraminate <-->,0,EX_cmpacna[e],0,1000
-1.0 GD2 <-->,0,EX_gd2_hs[e],0,1000
-1.0 GD1a <-->,0,EX_gd1a_hs[e],0,1000
"-1.0 3,4-Dihydroxyphenylethanol <-->",0,EX_34dhpe[c],0,1000
-1.0 PI pool <-->,1000,EX_pail_hs[e],-1000,1000
-1.0 12(S)-HHT <-->,0,EX_CE1243[e],0,1000
-1.0 5-S-glutathionyl-L-dopa <-->,0,EX_CE5026[e],0,1000
-1.0 5-S-Cysteinylglycine Dopa <-->,0,EX_5cysgly34dhphe[e],0,1000
-1.0 5-S-cysteinyldopa <-->,0,EX_CE1261[e],0,1000
-1.0 Galactosyl Glucosyl Ceramide <-->,0,EX_galgluside_hs[e],0,1000
-1.0 GA1 <-->,0,EX_ga1_hs[e],0,1000
-1.0 GM1alpha <-->,0,EX_gm1a_hs[e],0,1000
-1.0 GM2alpha <-->,0,EX_gm2a_hs[e],0,1000
-1.0 Ganglioside Gm1 <-->,0,EX_gm1_hs[e],0,1000
-1.0 GM1b <-->,0,EX_gm1b_hs[e],0,1000
-1.0 GD1b <-->,0,EX_gd1b_hs[e],0,1000
-1.0 GT1b <-->,0,EX_gt1b_hs[e],0,1000
-1.0 NADH <-->,0,EX_nadh[e],0,1000
"-1.0 12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid <-->",0,EX_12dhchol[e],0,1000
-1.0 3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid <-->,0,EX_3dhcdchol[e],0,1000
"-1.0 3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid <-->",0,EX_3dhchol[e],0,1000
-1.0 3-dehydro-Deoxycholate <-->,0,EX_3dhdchol[e],0,1000
-1.0 3-dehydro-Lithocholate <-->,0,EX_3dhlchol[e],0,1000
-1.0 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid <-->,0,EX_7dhcdchol[e],0,1000
"-1.0 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid <-->",0,EX_7dhchol[e],0,1000
"-1.0 Cholic acid-24glucuronide, CA-24G <-->",0,EX_ca24g[e],0,1000
-1.0 Cholic acid 3-sulfate <-->,0,EX_ca3s[e],0,1000
"-1.0 Chenodeoxycholic acid-24glucuronide, CDCA-24G <-->",0,EX_cdca24g[e],0,1000
"-1.0 Chenodeoxycholic acid-3glucuronide, CDCA-3G <-->",0,EX_cdca3g[e],0,1000
-1.0 Coprostanol <-->,0,EX_coprost[e],0,1000
"-1.0 Deoxycholic acid-24glucuronide, CDA-24G <-->",0,EX_dca24g[e],0,1000
"-1.0 Deoxycholic acid-3glucuronide, CDA-3G <-->",0,EX_dca3g[e],0,1000
-1.0 Deoxycholic acid 3-sulfate <-->,0,EX_dca3s[e],0,1000
-1.0 Glycocholic acid 3-sulfate <-->,0,EX_gca3s[e],0,1000
-1.0 Glycochenodeoxycholic acid 3-sulfate <-->,0,EX_gcdca3s[e],0,1000
-1.0 Glycodeoxycholic acid 3-sulfate <-->,0,EX_gdca3s[e],0,1000
-1.0 Glycoursodeoxycholic acid 3-sulfate <-->,0,EX_gudca3s[e],0,1000
"-1.0 Hyocholic acid-24glucuronide, HCA-24G <-->",0,EX_hca24g[e],0,1000
"-1.0 Hyocholic acid-6glucuronide, HCA-6G <-->",0,EX_hca6g[e],0,1000
"-1.0 Hyodeoxycholic acid-24glucuronide, HDCA-24G <-->",0,EX_hdca24g[e],0,1000
"-1.0 Hyodeoxycholic acid-6glucuronide, HDCA-6G <-->",0,EX_hdca6g[e],0,1000
-1.0 Hyocholic acid; gamma-Muricholate <-->,0,EX_hyochol[e],0,1000
"-1.0 Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid <-->",0,EX_icdchol[e],0,1000
"-1.0 Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid <-->",0,EX_isochol[e],0,1000
"-1.0 Lithocholic acid-24glucuronide, CDCA-24G <-->",0,EX_lca24g[e],0,1000
"-1.0 Lithocholic acid-3glucuronide, CDCA-3G <-->",0,EX_lca3g[e],0,1000
-1.0 Lithocholic acid 3-sulfate <-->,0,EX_lca3s[e],0,1000
-1.0 Taurocholic acid 3-sulfate <-->,0,EX_tca3s[e],0,1000
-1.0 Taurochenodeoxycholic acid 3-sulfate <-->,0,EX_tcdca3s[e],0,1000
-1.0 Taurodeoxycholic acid 3-sulfate <-->,0,EX_tdca3s[e],0,1000
"-1.0 Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine <-->",0,EX_thyochol[e],0,1000
-1.0 Tauroursodeoxycholic acid 3-sulfate <-->,0,EX_tudca3s[e],0,1000
"-1.0 Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid <-->",0,EX_uchol[e],0,1000
-1.0 Ursodeoxycholic acid 3-sulfate <-->,0,EX_udca3s[e],0,1000
"-1.0 12-HT or M-VI, 12-hydroxy tacrolimus <-->",0,EX_12htacr[e],0,1000
"-1.0 13,31-O-Didesmethyl-tacrolimus <-->",0,EX_1331tacr[e],0,1000
"-1.0 13-O-desmethyl tacrolimus, 13-DMT or M-I <-->",0,EX_13dmt[e],0,1000
"-1.0 1,4-Dihydroxy-midazolam <-->",0,EX_14hmdz[e],0,1000
"-1.0 13,15-O-didesmethyl tacrolimus <-->",0,EX_1513tacr[e],0,1000
"-1.0 15,31-O-Didesmethyl-tacrolimus <-->",0,EX_1531tacr[e],0,1000
"-1.0 15-DMT or M-III, 15-O-desmethyl tacrolimus <-->",0,EX_15dmt[e],0,1000
-1.0 1-hydroxy S-ibuprofen <-->,0,EX_1hibup_S[e],0,1000
-1.0 1-hydroxy S-ibuprofen-glucuronide <-->,0,EX_1hibupglu_S[e],0,1000
-1.0 1'-OH-midazolam-glucuronide <-->,0,EX_1hmdgluc[e],0,1000
-1.0 1'-OH-midazolam <-->,0,EX_1ohmdz[e],0,1000
-1.0 2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid <-->,0,EX_2hatvacid[e],0,1000
-1.0 2-hydroxy-atorvastatin-acyl-glucuronide <-->,0,EX_2hatvacidgluc[e],0,1000
-1.0 2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone <-->,0,EX_2hatvlac[e],0,1000
-1.0 2-hydroxy-atorvastatin-lactone-glucuronide <-->,0,EX_2hatvlacgluc[e],0,1000
-1.0 2-hydroxy-R-ibuprofen <-->,0,EX_2hibup_R[e],0,1000
-1.0 2-hydroxy-S-ibuprofen <-->,0,EX_2hibup_S[e],0,1000
-1.0 2-hydroxy S-ibuprofen-glucuronide <-->,0,EX_2hibupglu_S[e],0,1000
"-1.0 31-DMT or M-II, 31-O-desmethyl tacrolimus <-->",0,EX_31dmt[e],0,1000
"-1.0 3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin <-->",0,EX_35dhpvs[e],0,1000
"-1.0 3',5'-dihydrodiol-simvastatin-lactone form <-->",0,EX_35dsmv[e],0,1000
-1.0 3-hydroxy R-ibuprofen <-->,0,EX_3hibup_R[e],0,1000
-1.0 3-hydroxy S-ibuprofen <-->,0,EX_3hibup_S[e],0,1000
-1.0 3-hydroxy S-ibuprofen-glucuronide <-->,0,EX_3hibupglu_S[e],0,1000
-1.0 3''-hydroxy-lovastatin acid form <-->,0,EX_3hlvstacid[e],0,1000
-1.0 3'-S-hydroxy-pravastatin <-->,0,EX_3hpvs[e],0,1000
-1.0 3'-S-hydroxy-pravastatin-tetranor <-->,0,EX_3hpvstet[e],0,1000
-1.0 3'-hydroxy-simvastatin-acid form <-->,0,EX_3hsmvacid[e],0,1000
-1.0 3-alpha-iso-pravastatin <-->,0,EX_3ispvs[e],0,1000
-1.0 3-hydroxy-acetaminophen <-->,0,EX_3ohacmp[e],0,1000
-1.0 4-beta-OH-gliclazide <-->,0,EX_4bhglz[e],0,1000
-1.0 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid <-->,0,EX_4hatvacid[e],0,1000
-1.0 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone <-->,0,EX_4hatvlac[e],0,1000
-1.0 4-OH-midazolam-glucuronide <-->,0,EX_4hmdgluc[e],0,1000
-1.0 4-OH-midazolam <-->,0,EX_4ohmdz[e],0,1000
"-1.0 3-keto-5,6,-dihydroxy-pravastatin <-->",0,EX_56dhpvs[e],0,1000
"-1.0 5,6-epoxy-3-alpha-iso-pravastatin <-->",0,EX_56eppvs[e],0,1000
-1.0 5-hydroxy-fluvastatin <-->,0,EX_5ohfvs[e],0,1000
-1.0 5-hydroxy-fluvastatin-glucuronide <-->,0,EX_5ohfvsglu[e],0,1000
-1.0 6-alpha-OH-gliclazide <-->,0,EX_6ahglz[e],0,1000
-1.0 6-beta-OH-gliclazide <-->,0,EX_6bhglz[e],0,1000
-1.0 6-beta-OH-gliclazide-glucuronide <-->,0,EX_6bhglzglc[e],0,1000
-1.0 6'-beta-carboxy-simvastatin-acid form <-->,0,EX_6csmvacid[e],0,1000
-1.0 6-epipravastatin <-->,0,EX_6epvs[e],0,1000
-1.0 6'-beta-hydroxy-lovastatin lactone form <-->,0,EX_6hlvst[e],0,1000
-1.0 6'-beta-hydroxy-methyl-simvastatin-acid form <-->,0,EX_6hmsmvacid[e],0,1000
-1.0 6'-beta-hydroxy simvastatin acid <-->,0,EX_6hsmvacid[e],0,1000
-1.0 6'-exomethylene-lovastatin-acid form <-->,0,EX_6melvacid[e],0,1000
-1.0 6'-exomethylene-lovastatin lactone form <-->,0,EX_6melvst[e],0,1000
-1.0 6-hydroxy-fluvastatin <-->,0,EX_6ohfvs[e],0,1000
-1.0 6-hydroxy-fluvastatin-glucuronide <-->,0,EX_6ohfvsglu[e],0,1000
-1.0 7-alpha-OH-gliclazide <-->,0,EX_7ahglz[e],0,1000
-1.0 7-beta-OH-gliclazide <-->,0,EX_7bhglz[e],0,1000
-1.0 7-beta-OH-gliclazide-glucuronide <-->,0,EX_7bhglzglc[e],0,1000
-1.0 7-hydroxy-3-alpha-iso-pravastatin <-->,0,EX_7hpvs[e],0,1000
-1.0 acetaminophen/paracetamol <-->,0,EX_acmp[e],0,1000
-1.0 Acetaminophen glucuronide <-->,0,EX_acmpglu[e],0,1000
-1.0 acetaminophen-glutathione-conjugate <-->,0,EX_acmpglut[e],0,1000
-1.0 allopurinol <-->,0,EX_allop[e],0,1000
-1.0 AM19 (cyclosporine) <-->,0,EX_am19cs[e],0,1000
-1.0 AM1A4N (cyclosporine) <-->,0,EX_am1a4ncs[e],0,1000
-1.0 AM1Ac (cyclosporine) <-->,0,EX_am1accs[e],0,1000
-1.0 AM1A (cyclosporine) <-->,0,EX_am1acs[e],0,1000
-1.0 AM1AL (cyclosporine) <-->,0,EX_am1alcs[e],0,1000
-1.0 AM1c4N9 (cyclosporine) <-->,0,EX_am1c4n9cs[e],0,1000
-1.0 AM1c9 (cyclosporine) <-->,0,EX_am1c9cs[e],0,1000
-1.0 AM1c (cyclosporine) <-->,0,EX_am1ccs[e],0,1000
-1.0 AM1c-glucuronide (cyclosporine) <-->,0,EX_am1cglc[e],0,1000
-1.0 AM1 (cyclosporine) <-->,0,EX_am1csa[e],0,1000
-1.0 AM4N9 (cyclosporine) <-->,0,EX_am4n9cs[e],0,1000
-1.0 AM4N (cyclosporine) <-->,0,EX_am4ncs[e],0,1000
-1.0 AM9 (cyclosporine) <-->,0,EX_am9csa[e],0,1000
-1.0 atorvastatin-acid <-->,0,EX_atvacid[e],0,1000
-1.0 atorvastatin-lactone <-->,0,EX_atvlac[e],0,1000
-1.0 R-carboxy ibuprofen <-->,0,EX_caribup_R[e],0,1000
-1.0 S-carboxy ibuprofen <-->,0,EX_caribup_s[e],0,1000
-1.0 S-carboxy ibuprofen glucuronide <-->,0,EX_caribupglu_S[e],0,1000
-1.0 carboxy-gliclazide <-->,0,EX_crglz[e],0,1000
-1.0 cerivastatin <-->,0,EX_crvs[e],0,1000
-1.0 cerivastatin-M1 <-->,0,EX_crvsm1[e],0,1000
-1.0 cerivastatin-M23 <-->,0,EX_crvsm23[e],0,1000
-1.0 cerivastatin-M24 <-->,0,EX_crvsm24[e],0,1000
-1.0 cyclosporine <-->,0,EX_csa[e],0,1000
-1.0 cyclosporine-sulphate <-->,0,EX_csasulp[e],0,1000
-1.0 cysteine-conjugate-acetaminophen <-->,0,EX_cysacmp[e],0,1000
-1.0 deoxy-fluvastatin-dinor <-->,0,EX_deoxfvs[e],0,1000
-1.0 N-desisopropyl-fluvastatin <-->,0,EX_desfvs[e],0,1000
-1.0 dehydro-gliclazide <-->,0,EX_dhglz[e],0,1000
-1.0 desacyl dehydro-pravastatin <-->,0,EX_dspvs[e],0,1000
"-1.0 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus <-->",0,EX_epoxtac[e],0,1000
-1.0 fluvastatin <-->,0,EX_fvs[e],0,1000
-1.0 des-isopropyl-dihydro-fluvastatin-tetranor <-->,0,EX_fvstet[e],0,1000
-1.0 des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide <-->,0,EX_fvstetglu[e],0,1000
-1.0 glucuronide-conjugate of 3-methoxy-acetaminophen <-->,0,EX_glc3meacp[e],0,1000
-1.0 Gliclazide <-->,0,EX_glz[e],0,1000
-1.0 glucuronide-thiomethyl-acetaminophen conjugate <-->,0,EX_gtacmp[e],0,1000
-1.0 ibuprofen-R <-->,0,EX_ibup_R[e],0,1000
-1.0 ibuprofen-S <-->,0,EX_ibup_S[e],0,1000
-1.0 ibuprofen acyl glucuronide <-->,0,EX_ibupgluc[e],0,1000
"-1.0 3'-hydroxy-iso-delta-4',5'-hydroxy acid form of lovastatin <-->",0,EX_isolvstacid[e],0,1000
-1.0 Losartan-E3174/ losartan-M6 <-->,0,EX_lst4exp[e],0,1000
-1.0 Losartan <-->,0,EX_lstn[e],0,1000
-1.0 Losartan-N1-glucuronide <-->,0,EX_lstn1gluc[e],0,1000
-1.0 Losartan-M1 <-->,0,EX_lstnm1[e],0,1000
-1.0 Losartan-M2 <-->,0,EX_lstnm2[e],0,1000
-1.0 Losartan-M4 (glucuronide derivative) <-->,0,EX_lstnm4[e],0,1000
-1.0 Losartan-M5 <-->,0,EX_lstnm5[e],0,1000
-1.0 Losartan-N2-glucuronide / Losartan-M7 <-->,0,EX_lstnm7[e],0,1000
-1.0 lovastatin lactone form <-->,0,EX_lvst[e],0,1000
-1.0 Midazolam <-->,0,EX_mdz[e],0,1000
-1.0 Midazolam-glucuronide <-->,0,EX_mdzglc[e],0,1000
-1.0 acetaminophen-mercapturate-conjugate/N-acetyl-cysteine-acetaminophen <-->,0,EX_meracmp[e],0,1000
-1.0 Methyl-hydroxy-gliclazide <-->,0,EX_mhglz[e],0,1000
-1.0 N-desmethyl-rosuvastatin <-->,0,EX_ndersv[e],0,1000
-1.0 Nifedipine <-->,0,EX_nfd[e],0,1000
-1.0 acid metabolite of nifedipine <-->,0,EX_nfdac[e],0,1000
-1.0 lactone form of nifedipine <-->,0,EX_nfdlac[e],0,1000
-1.0 Nitropyridine metabolite of nifedipine <-->,0,EX_nfdnpy[e],0,1000
-1.0 hydroxy metabolite of nifedipine <-->,0,EX_nfdoh[e],0,1000
-1.0 oxypurinol <-->,0,EX_oxyp[e],0,1000
-1.0 oxypurinol-1-riboside <-->,0,EX_oxyp1rb[e],0,1000
-1.0 oxypurinol-7-riboside <-->,0,EX_oxyp7rb[e],0,1000
-1.0 des-isoproylpropionic-acid-fluvastatin <-->,0,EX_profvs[e],0,1000
-1.0 pitavastatin <-->,0,EX_ptvst[e],0,1000
-1.0 pitavastatin-lactone <-->,0,EX_ptvstlac[e],0,1000
-1.0 pitavastatin-M3 <-->,0,EX_ptvstm3[e],0,1000
-1.0 pravastatin <-->,0,EX_pvs[e],0,1000
-1.0 pravastatin glucuronide <-->,0,EX_pvsgluc[e],0,1000
-1.0 rosuvastatin <-->,0,EX_rsv[e],0,1000
-1.0 rosuvastatin-5S-lactone <-->,0,EX_rsvlac[e],0,1000
-1.0 sulphate-conjugate-3-methoxy-acetaminophen <-->,0,EX_s3meacmp[e],0,1000
-1.0 simvastatin lactone form <-->,0,EX_smv[e],0,1000
-1.0 simvastatin dihydroxy acid form <-->,0,EX_smvacid[e],0,1000
-1.0 sulphate-conjugate of thiomethyl-acetaminophen <-->,0,EX_stacmp[ev],0,1000
-1.0 sulphate-conjugate-acetaminophen <-->,0,EX_sulpacmp[e],0,1000
-1.0 Tacrolimus <-->,0,EX_tacr[e],0,1000
-1.0 taurine conjugate of S-ibuprofen <-->,0,EX_tauribup_S[e],0,1000
-1.0 threo-isomer of fluvastain <-->,0,EX_thrfvs[e],0,1000
-1.0 trans-lactone-fluvastatin <-->,1000,EX_tlacfvs[e],-1000,1000
-1.0 Torasemide <-->,0,EX_tmd[e],0,1000
-1.0 Torasemide-M1 <-->,0,EX_tmdm1[e],0,1000
-1.0 Torasemide-M3 <-->,0,EX_tmdm3[e],0,1000
-1.0 Torasemide-M5 <-->,0,EX_tmdm5[e],0,1000
-1.0 triol metabolite of pravastatin <-->,0,EX_tripvs[e],0,1000
-1.0 thiomethyl-sulphoxide-acetaminophen-glucuronide <-->,0,EX_tsacmgluc[e],0,1000
-1.0 thiomethyl-sulphoxide-acetaminophen-sulphate <-->,0,EX_tsacmsul[e],0,1000
-1.0 lovastatin-hydroxyacid form <-->,0,EX_lvstacid[e],0,1000
-1.0 pitavastatin-M13 <-->,0,EX_ptvstm13[e],0,1000
"-1.0 1-alpha,25-dihydroxyvitamin D2 <-->",0,EX_1a25dhvitd2[e],0,1000
-1.0 2-arachidonoylglycerol <-->,0,EX_C13856[e],0,1000
-1.0 TAG-chylomicron pool <-->,0,EX_M02956[e],0,1000
"-1.0 1,2-diacylglycerol-chylomicron pool <-->",0,EX_M00234[e],0,1000
-1.0 fatty acid-chylomicron pool <-->,0,EX_M01807[e],0,1000
-1.0 1-acylglycerol-chylomicron pool <-->,0,EX_M00503[e],0,1000
"-1.0 1,2-diacylglycerol-VLDL pool <-->",0,EX_M00241[e],0,1000
-1.0 fatty acid-VLDL pool <-->,0,EX_M01820[e],0,1000
-1.0 1-acylglycerol-VLDL pool <-->,0,EX_M00510[e],0,1000
-1.0 fatty acid-uptake pool <-->,0,EX_M01819[e],0,1000
-1.0 (10Z)-heptadecenoic acid <-->,0,EX_M00003[e],0,1000
"-1.0 (11Z,14Z)-eicosadienoic acid <-->",0,EX_M00008[e],0,1000
"-1.0 (11Z,14Z,17Z)-eicosatrienoic acid <-->",0,EX_M00010[e],0,1000
-1.0 (13Z)-eicosenoic acid <-->,0,EX_M00017[e],0,1000
-1.0 (13Z)-octadecenoic acid <-->,0,EX_M00019[e],0,1000
"-1.0 (13Z,16Z)-docosadienoic acid <-->",0,EX_M00021[e],0,1000
-1.0 (7Z)-octadecenoic acid <-->,0,EX_M00115[e],0,1000
-1.0 (7Z)-tetradecenoic acid <-->,0,EX_M00117[e],0,1000
"-1.0 10,13,16,19-docosatetraenoic acid <-->",0,EX_M00260[e],0,1000
"-1.0 10,13,16-docosatriynoic acid <-->",0,EX_M00265[e],0,1000
"-1.0 12,15,18,21-tetracosatetraenoic acid <-->",0,EX_M00315[e],0,1000
"-1.0 13,16,19-docosatrienoic acid <-->",0,EX_M00341[e],0,1000
-1.0 7-palmitoleic acid <-->,0,EX_M01197[e],0,1000
"-1.0 8,11-eicosadienoic acid <-->",0,EX_M01207[e],0,1000
-1.0 9-eicosenoic acid <-->,0,EX_M01235[e],0,1000
-1.0 9-heptadecylenic acid <-->,0,EX_M01238[e],0,1000
-1.0 cis-cetoleic acid <-->,0,EX_M01582[e],0,1000
-1.0 henicosanoic acid <-->,0,EX_M02053[e],0,1000
-1.0 mead acid <-->,0,EX_M02457[e],0,1000
-1.0 nonadecylic acid <-->,0,EX_M02613[e],0,1000
-1.0 physeteric acid <-->,0,EX_M02745[e],0,1000
-1.0 tricosanoic acid <-->,0,EX_M03045[e],0,1000
-1.0 tridecylic acid <-->,0,EX_M03051[e],0,1000
-1.0 ximenic acid <-->,0,EX_M03153[e],0,1000
-1.0 activation-ppara <-->,0,EX_M01268[e],0,1000
-1.0 bile-PC pool <-->,0,EX_HC02080[e],0,1000
-1.0 carbonate <-->,0,EX_h2co3[e],0,1000
-1.0 maltoheptaose <-->,0,EX_M02446[e],0,1000
-1.0 maltohexaose <-->,0,EX_M02447[e],0,1000
-1.0 maltopentaose <-->,0,EX_M02449[e],0,1000
-1.0 maltotetraose <-->,0,EX_M02451[e],0,1000
-1.0 retinyl palmitate <-->,1000,EX_M02837[e],-1000,1000
-1.0 Li+ <-->,0,EX_M02382[e],0,1000
-1.0 guanidine <-->,0,EX_M02035[e],0,1000
-1.0 metformin <-->,0,EX_M02467[e],0,1000
-1.0 quinidine <-->,0,EX_M02821[e],0,1000
-1.0 Mg2+ <-->,0,EX_mg2[e],0,1000
-1.0 Cu2+ <-->,0,EX_cu2[e],0,1000
-1.0 cimetidine <-->,0,EX_M01571[e],0,1000
-1.0 biomass <-->,1000,HMR_10024,-1000,1000
-1.0 20-hydroxy-arachidonate <-->,0,HMR_10025,0,1000
-1.0 chenodiol <-->,0,HMR_10026,0,1000
-1.0 LacCer pool <-->,1000,HMR_10027,-1000,1000
-1.0 Chylomicron Lipoprotein <-->,0,HMR_10028,0,1000
-1.0 steroids <-->,0,HMR_10029,0,1000
-1.0 xenobiotics <-->,0,HMR_10030,0,1000
-1.0 arachidonate derivatives <-->,0,HMR_10031,0,1000
-1.0 others <-->,0,HMR_10032,0,1000
"-1.0 1,2-diacylglycerol-LD-PC pool <-->",0,HMR_10047,0,1000
-1.0 N-formyl-L-glutamate <-->,0,HMR_10060,0,1000
-1.0 alpha-muricholic acid <-->,0,HMR_10074,0,1000
-1.0 beta-muricholic acid <-->,0,HMR_10076,0,1000
-1.0 dehydrocholic acid <-->,0,HMR_10077,0,1000
-1.0 tauro-alpha-muricholic acid <-->,0,HMR_10078,0,1000
-1.0 omega-muricholic acid <-->,0,HMR_10081,0,1000
-1.0 taurohyocholic acid <-->,0,HMR_10083,0,1000
-1.0 glycohyocholic acid <-->,0,HMR_10084,0,1000
-1.0 glycohyodeoxycholic acid <-->,0,HMR_10085,0,1000
-1.0 glycodehydrocholic acid <-->,0,HMR_10086,0,1000
-1.0 hyocholic acid <-->,0,HMR_10087,0,1000
-1.0 tauro-omega-muricholic acid <-->,0,HMR_10088,0,1000
-1.0 tauro-beta-muricholic acid <-->,0,HMR_10089,0,1000
-1.0 murideoxycholic acid <-->,0,HMR_10090,0,1000
-1.0 taurodehydrocholic acid <-->,0,HMR_10091,0,1000
-1.0 tauro-hyodeoxycholic acid <-->,0,HMR_10132,0,1000
